Tweet Scraped,Username,Description,Location,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text,Hashtags Used
164,mrsinghCricUmp,"Retired Cricket Ump from Mumbai, India. ODIs. 
Author of books on cricket laws. 
Books, Dogs.","Mumbai, India",4976,3558,250204,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,ANKITSH13087448,Proud Sanatani | Yogi Modi's India 🚩🇮🇳,"Navi Mumbai, India",180,19,1991,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
165,souravramyani,"Media Coordinator & Secretary I/c, IT Cell, INTUC // SM & Digital Communications. Tweets are personal opinions. RTs are not endorsements.",Union of India,6475,8607,159572,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,ankitagautamiyc,"Advocate | Madhya Pradesh Resarch coordinator - @IYC | Studied @ Gharwal University | Former 
Fellow @Kasonline, RT's Nt Endorsements.","New Delhi, India",935,4241,40841,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
166,Vivekp7691,"Part Time woke , Environmentalist , Pseudo Feminist , He/She/Her/ , Against Fasicsm , Racism , Lawarism and Lahsunism .  Memer by heart Engineer by Mind 😂","वाराणसी, भारत",815,179,4134,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,SethLalits,"RT's ≠ ENDORSEMENT.
Views Personal. Trolls blocked. Stupid is knowing the Truth, seeing the Truth, but believing the LIES & Voting for LIES. Cruel Fact.😑",The Milky Way.,1910,1968,213678,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
167,StayingReal0511,"Entrepreneur &
Social Media Influencer!
Proud Indian🇮🇳
State Secretary @ SM INCKarnataka !
Secular, Liberal & Anti-Fascist !
RTs Not Endorsements!","Bengaluru, India",2452,9739,138669,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
,Spring_De_Life,"Web-content writer editor by profession. Humanity is my religion. Firmly believe in 'वासुदेव कुतुम्बकं' सिद्धांत।
सत्यं गतिं वर्तते।।",हरि शरणं।,340,84,2015,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
168,mrsinghCricUmp,"Retired Cricket Ump from Mumbai, India. ODIs. 
Author of books on cricket laws. 
Books, Dogs.","Mumbai, India",4976,3558,250204,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,sumanta1968,"India first. Nehruvian, INC supporter","Silvassa, India",1771,1457,176609,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
169,Clyde73289163,,,75,103,8902,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,PrahladDalwadi,बिन पेंदे का लोटा (लोटा Congress की ओर ढलता हुआ) that’s why I vote for NOTA. A Patriot. I believe in Hinduism not Hindutva.I support the idea of BharatJodoYatra,,709,367,10241,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
170,Rohuarajaram,"I am  Subedar Major (Hony) (Retd) from Army Air Defence since 01 Jan 2020,  as bonafide office superintendent.","Rohua, Mushahari, Muzaffarpur ",4997,3081,161084,117,"Alarming. Please do watch and share.
#GujaratElections2022 #GujaratElection2022 https://t.co/IUkzWvEJqL","['GujaratElections2022', 'GujaratElection2022']"
,hkbhanushali,"सब का मंगल,तेरा मंगल,जगका मंगल,मेरा मंगल हो ऐसी श्रीराधा कृष्णजी को विनती।श्रीराधे कृष्णजी सिर्फ हिंदुओ का भला करे ।Masters in organic chemistry PROUD HINDU", mumbai,1130,284,19231,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
171,mansisaxena1979,"हिन्दू तन मन ,हिन्दू जीवन, रग रग हिन्दू मेरा परिचय।",,130,1293,141686,79,"The mood of Gujarat!!!
#GujaratElection2022 https://t.co/WXuqmEPpr3",['GujaratElection2022']
,Shailes58534743,,,775,470,2549,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
172,Ashitsingh07,"🏆 CONGRESSSI , BIHARI ⚡️🔥",Union of states,237,478,3355,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,MeenaDeshpand10,"Nehruvian. Gandhi follower. Staunch follower of Rahul, Sonia and Priyanka Gandhi Vadra",Union of India,2281,1762,95847,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
173,freemind00786,"कट्टर सोच नहीं, युवा जोश।",,232,268,94124,66,"The Joint Secretary of #AAP (SC ST Cell) Kiran Kumar Vasava resigned from the party along with many office bearers.

#GujaratElection2022 https://t.co/7hbRimEHl6",['AAP']
,INC4_ever,"INC Blood | My Leader Rahul Gandhi | Forever Congress| ""We must never be afraid to go too far, for success lies just beyond.""",India,2808,4659,75859,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
174,manoj_magnum,,Delhi,1842,1179,3405,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,BaanwaraMann,"Baanwara mann dekhne chala ek sapna,  Baanware se mann ki dekho, Baanwari hain baatein...",,302,673,266617,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
175,SinghTivendra,,Sri Ganganagar-Raj,5911,5456,443128,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,aapkakyakaam,देशभक्त,हिंदू राष्ट्र,721,492,503,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
176,TattooJt,,Union of India,84,162,27708,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,urban_mnk,,,4850,5064,5919,8,"Hello guys please follow @dhruvika_shah3 in a large number ,
She is new on twitter and I am requesting you to follow her to grow quickly.
 
#GujaratElection2022 https://t.co/AfkvgCDrbl",[]
177,Mansoor19302780,Born Congressi,"New Delhi,INDIA",4955,4877,193174,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,trrajeshtvpm,"Centrist, Constitutional Nationalist, State Executive Member, Indian Youth Congress, 
Ex. Tvpm District President, Kerala Students' Union",Thiruvananthapuram ,220,2126,242677,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
178,saurabhsatav14,,"Pune, India",1800,595,138478,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,Avinash27944946,,Bengaluru,244,31,1079,4,"How can democracy be expected from a Jana Sanghi whose full-time mission is to destroy democracy? 👇👇
#BJPKidnapsAAPCandidate #GujaratElection2022 https://t.co/ankFbcOp1l",[]
179,JavedRashidINC,"अध्यक्ष  -
लखनऊ कांग्रेस सोशल मीडिया विभाग",India,472,2076,57169,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,jitualbela9036,,"Hubli, India",1740,502,6104,5,"BJP announces 3 more candidates for Gujarat polls

Read @ANI Story | https://t.co/sbDJRT4POm
#GujaratElection2022 #Gujarat #BJP https://t.co/PJvOojlF48","['GujaratElection2022', 'Gujarat']"
180,sphavisha,"IIT Madras/Ohio State University/Cornell University/Intel/
Interested in listening to music",India,531,1859,7875,16,Finally!! Chappal ki maala for #BJP #Gujarat candidate! Finally janta is showing its anger! Shamelessly the neta is putting on the garland of slippers also!! #GujaratElection2022 https://t.co/9oEI8UZ2UQ,"['BJP', 'Gujarat']"
,ANI,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles https://t.co/eEMPAbi38k",India,0,7423117,609483,5,"BJP announces 3 more candidates for Gujarat polls

Read @ANI Story | https://t.co/sbDJRT4POm
#GujaratElection2022 #Gujarat #BJP https://t.co/PJvOojlF48","['GujaratElection2022', 'Gujarat']"
181,Stanalb,"Born Congressi, SM Volunteer #TRN #CTF #CTF-MAH #Level 3 #WITHRG  #WC #CSK Staunch supporter of Congress and RG Rt=Not Endorsements","Mumbai, Union Of India",15313,20478,388612,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,Jayantj74368690,"jayantjena
lovecongress",,96,83,27014,8,"RSS is examining whether guidelines should be framed to prevent Modi,  Government, Ministers, MPs, MLAs and even political leaders from making derogatory (Jumla) and hurtful statements (Lies) in public. 

#HindusUnderAttack 
#GujaratElection2022 https://t.co/IUSipAtzzH",[]
182,Jayantj74368690,"jayantjena
lovecongress",,96,83,27014,5,"@narendramodi @EmmanuelMacron @g20org Holders of public office are subject to an unwritten rule to not ‘blabber’ hurtful remarks against fellow citizens: 

#TrumpIsALaughingStock
#Trump2024
#GujaratElection2022 https://t.co/obd39aSJMj",[]
,GpGirijaprasad,Do good & forget it👈/Enthusiastic soul'🌍🌍🌍,ଓଡିଶା ,566,72,3772,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
183,ImDNP,Sagittarius Mangoman & Entrepreneur / Adarsh Nationalist / Politics / Foodie / Some time Bhakt / I dont want reservation.,"India , Ahmedabad",582,428,13732,0,as expected it was a stunt … and diverting from the topic of cash for ticket scam. #KejriwalExposed #AAPkaDrama #aap #GujaratElection2022 https://t.co/rHZBbrIMPA,"['KejriwalExposed', 'AAPkaDrama', 'aap', 'GujaratElection2022']"
,SevadalIDR,"Official Twitter handle of Congress Sevadal Indore, Madhya Pradesh",,129,936,117152,27,"@INCIndia spokesperson Shri @ssrajputINC on #GujaratElection2022 the congress is focusing on peoples issues unlike The A,B,  teams of BJP doing Hindu- Muslim.
@INCGujarat 
Shri @Jairam_Ramesh 

#BharatJodoYatra https://t.co/0NQvlLZtR1",['GujaratElection2022']
184,809asdfgh,Agarbatti dealer,,1222,425,66707,8,"RSS is examining whether guidelines should be framed to prevent Modi,  Government, Ministers, MPs, MLAs and even political leaders from making derogatory (Jumla) and hurtful statements (Lies) in public. 

#HindusUnderAttack 
#GujaratElection2022 https://t.co/IUSipAtzzH",[]
,yoursurajnaik,"JaiHind... INDIAN, 
General Secretary KPCC Social Media UTTARKANNADA District

INC🇮🇳","Karnataka, India",9251,12691,265356,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
185,Robin77716,Fashion/Textile Designer,"Bengaluru, India",2081,64,32984,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,kushavaha_sunil,खुद वो बदलाव बनिए जो आप दुनिया में देखना चाहते हैं।,"Raipur, India",1215,394,59504,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
186,hardik98662019,,,2339,179,1018,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,mangellife29,"IF YOU DON'T STAND FOR SOMETHING YOU WILL FALL FOR ANYTHING,TAKE STAND FOR WHAT IS RIGHT  HELP OTHER'S  TO HELP YOUR SELF,WRONG IS WRONG IF EVERYONE IS DOING IT","New Delhi, Delhi",3521,7496,981418,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
187,07Eldho,"God is Love, A Loyal,Dedicated Congress Worker. Ex. @IYC G.S. Thane District,Maharashtra. Ex. Executive Member  Overseas Cultural Congress","Kerala, India",1260,1750,448496,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,ET2047,Fan of Dr.Manmohan Singh,,348,423,23753,0,"@Sydusm @the_hindu @Taltos2020 The last time Modi gave a slogan, the whole team changed their SM names to ""Main bhi chowkidaar.""

This time no one  has dared  to put Modi's latest slogan  ""Maine Gujarat/Morbi bridge banaya.""

#Gujarat #GujaratElection2022","['Gujarat', 'GujaratElection2022']"
188,rajeshvaidya9,,mumbai,463,59,2405,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,AgyaatShiv,"Vedic Astrologer, Teacher, Student. Time, Wisdom, Education, Perennial Victory. 🙏Gurudev Godse Chanakya🙏 Palakkad Iyer. Zlatan
🧡NaMo Yogi🧡Putin🧡Trumper🧡","Rishikesh, India",5001,546,26801,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
189,bharatgandhi121,"#congressman
#socialactivist
Doctor by profession, ready to give my life for Idea of India .
Founder and President of Sahara Foundation.","भुवनेश्वर, भारत",45,90,5503,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,chiefcompounder,healthcare entrepreneur in emerging Asia & Africa | avant garde chef & mixologist | bihari 🤖| karmayogi | I write mean tweets | retweets/likes=not endorsement,India-Singapore-Dubai,108,9,31,0,The smile at the end ! #GujaratElection2022 https://t.co/Whbbe5actZ,['GujaratElection2022']
190,biharee777,"#biharsehain




Hindu hu Sanghi nahi.





Religion is just Mind control.","Bihar, India",227,442,55589,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,piyush_s020115,,India,1208,305,6208,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
191,Roshani2021,"Student, Sports, Nature lover, Follow back 💯  Respect everyone, No DM",,1985,1776,918,6,"Sharing some glimpses from the Shining India Survey Gujarat Election 2022. 
Are the #Gujarat elections slowly reaching a turning point?
#ShiningIndiaSurvey #GujaratSurvey 
#GujaratElection2022 #Opinion https://t.co/wy0phr2OCQ",['Gujarat']
,Manisha59793362,"Student,Proud Farmers Daughter, FB 💯, Animals lovers, Jai Hind.",,2030,1659,895,6,"Sharing some glimpses from the Shining India Survey Gujarat Election 2022. 
Are the #Gujarat elections slowly reaching a turning point?
#ShiningIndiaSurvey #GujaratSurvey 
#GujaratElection2022 #Opinion https://t.co/wy0phr2OCQ",['Gujarat']
192,Pradeep06903302,,,61,2,50,5,"BJP announces 3 more candidates for Gujarat polls

Read @ANI Story | https://t.co/sbDJRT4POm
#GujaratElection2022 #Gujarat #BJP https://t.co/PJvOojlF48","['GujaratElection2022', 'Gujarat']"
,PoliTrick_,,"Kerala, India",154,945,20285,16,Finally!! Chappal ki maala for #BJP #Gujarat candidate! Finally janta is showing its anger! Shamelessly the neta is putting on the garland of slippers also!! #GujaratElection2022 https://t.co/9oEI8UZ2UQ,"['BJP', 'Gujarat']"
193,shaandelhite,Nehruvian. Gandhian. Everything before ‘but’ is a lie.,"New Delhi, India",732,7186,55837,72,"An emotional appeal from a Gujarati Mata Ji to @RahulGandhi Ji. 

#GujaratElection2022 https://t.co/KqWtbgeENS",['GujaratElection2022']
,ani_digital,"Asian News International.Multi-media news agency,content for information platforms:TV,Internet,broadband,newspapers,mobiles https://t.co/QrqluPvffc",India,0,360996,78229,5,"BJP announces 3 more candidates for Gujarat polls

Read @ANI Story | https://t.co/sbDJRT4POm
#GujaratElection2022 #Gujarat #BJP https://t.co/PJvOojlF48","['GujaratElection2022', 'Gujarat', 'BJP']"
194,RameshSanapala5,"Andhra Pradesh Congress committee Social media State General secretary , @UWCForYouth
(1st account blocked, this is account 2)","Vijayawada, India",1448,2570,95179,66,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022 https://t.co/d87K2iFp0P",[]
,Bhartiy__,जयतु सनातन #जय_श्री_राम #जय_माता_दी #हर_हर_महादेव #जय_हिन्द🇮🇳 उस हार से जितना है  🇮🇳 मेरी #बेटी❤ मेरा सब कुछ. मेरा अनुभव #दर्पण_की_कलम_से में,BHARAT MEIN,3472,8400,97386,8,"Hello guys please follow @dhruvika_shah3 in a large number ,
She is new on twitter and I am requesting you to follow her to grow quickly.
 
#GujaratElection2022 https://t.co/AfkvgCDrbl",[]
195,Harish_D_Nainol,"महामंत्री DPMGOI

CEO, HLK GROUP

POLITICAL LEADERS","Sanchor, India",749,1189,3046,0,"Nomination rally of Congress candidate Gulab Singh Rajput from Tharad constituency of Gujarat.

Congress is sweeping Gujarat this time.🔥

#GujaratElection2022
#GujaratElection2022 https://t.co/7dWCzG5Y3W","['GujaratElection2022', 'GujaratElection2022']"
,pragyakaushika,"Associate Editor @news18dotcom. Previously @ANI, @theprintindia, @IndianExpress, @toi and The Statesman.  Tweets and RTs are personal opinions.",India,1280,8389,26460,6,"#PMModi will officially blow the campaign bugle for the #GujaratElection2022 on November 20, when he is scheduled to hold three public meetings in Saurashtra region | @pragyakaushika 

https://t.co/DUlVivkXKE https://t.co/AXq3MKhAnL","['PMModi', 'GujaratElection2022']"
196,ZUS041972,Well well well !! RTs are not endorsements,"Karnataka, India",64,21,485,27,"@INCIndia spokesperson Shri @ssrajputINC on #GujaratElection2022 the congress is focusing on peoples issues unlike The A,B,  teams of BJP doing Hindu- Muslim.
@INCGujarat 
Shri @Jairam_Ramesh 

#BharatJodoYatra https://t.co/0NQvlLZtR1",['GujaratElection2022']
,shailendra1212,,,1383,631,378115,6,"#PMModi will officially blow the campaign bugle for the #GujaratElection2022 on November 20, when he is scheduled to hold three public meetings in Saurashtra region | @pragyakaushika 

https://t.co/DUlVivkXKE https://t.co/AXq3MKhAnL","['PMModi', 'GujaratElection2022']"
197,EkMulakatNews,"Jai Hindi , FB 100%",,1928,1574,442,6,"Sharing some glimpses from the Shining India Survey Gujarat Election 2022. 
Are the #Gujarat elections slowly reaching a turning point?
#ShiningIndiaSurvey #GujaratSurvey 
#GujaratElection2022 #Opinion https://t.co/wy0phr2OCQ",['Gujarat']
,AyeshaAssam,"Proud Assamese Indian,",,2976,2711,1756,6,"Sharing some glimpses from the Shining India Survey Gujarat Election 2022. 
Are the #Gujarat elections slowly reaching a turning point?
#ShiningIndiaSurvey #GujaratSurvey 
#GujaratElection2022 #Opinion https://t.co/wy0phr2OCQ",['Gujarat']
198,Satya_Swara,"Social Media & Digital Content Publisher|
News Updates |
Sanatan History & Culture |
Sharing/RT is not Endorsement |
Save Hindu Civilization-Join Us Globally",,170,2351,2637,2,"He added, there was a lot of pressure from the party. People were harassing me by calling again &amp; again. There was no one from BJP.

Why Arvind Kejriwal &amp; AAP members spread false information which was not happened?

Just for few seats in Gujarat?

2/n

#GujaratElection2022 https://t.co/JpIz74wgVn",['GujaratElection2022']
,rohisush,🌹 One Thing I Am Sure Of 'HE' Will Never Stop Loving Me❤️🌹🙏🏻🙏🏻,"Mumbai, India",1861,1601,39864,6,"#PMModi will officially blow the campaign bugle for the #GujaratElection2022 on November 20, when he is scheduled to hold three public meetings in Saurashtra region | @pragyakaushika 

https://t.co/DUlVivkXKE https://t.co/AXq3MKhAnL","['PMModi', 'GujaratElection2022']"
199,SalimHyderabad,My source of inspiration is Dr APJ Abdul Kalam Sahib.❤️ and Big fan of KCR Guru and Asad Bhai,Telangana,2996,2481,3030,6,"Sharing some glimpses from the Shining India Survey Gujarat Election 2022. 
Are the #Gujarat elections slowly reaching a turning point?
#ShiningIndiaSurvey #GujaratSurvey 
#GujaratElection2022 #Opinion https://t.co/wy0phr2OCQ",['Gujarat']
,rajtakk,🚩  हर हर महादेव   काशी मथुरा बाकी है 🚩, भारत,910,11680,91915,8,"Hello guys please follow @dhruvika_shah3 in a large number ,
She is new on twitter and I am requesting you to follow her to grow quickly.
 
#GujaratElection2022 https://t.co/AfkvgCDrbl",[]
200,SevadalKL,Official Account of Kerala Pradesh Congress Sevadal | @CongressSevadal is headed by Chief Organiser Shri Lalji Desai | RTs are not endorsements.,,330,8839,188426,27,"@INCIndia spokesperson Shri @ssrajputINC on #GujaratElection2022 the congress is focusing on peoples issues unlike The A,B,  teams of BJP doing Hindu- Muslim.
@INCGujarat 
Shri @Jairam_Ramesh 

#BharatJodoYatra https://t.co/0NQvlLZtR1","['GujaratElection2022', 'BharatJodoYatra']"
,rahulpassi,"Views are personal

RTs not endorsement",इन्द्रप्रस्थ ,3270,23178,214408,8,"Hello guys please follow @dhruvika_shah3 in a large number ,
She is new on twitter and I am requesting you to follow her to grow quickly.
 
#GujaratElection2022 https://t.co/AfkvgCDrbl",[]
201,HRITHIKSAINI1,Journalist || Editor-in-Chief || Shining India News & || Shining India Survey || Psephologist & Strategist ||Views Personal ||RT Not Endorsement|| Jai Hind 🇮🇳,"New Delhi, India, ",3672,4241,22942,6,"Sharing some glimpses from the Shining India Survey Gujarat Election 2022. 
Are the #Gujarat elections slowly reaching a turning point?
#ShiningIndiaSurvey #GujaratSurvey 
#GujaratElection2022 #Opinion https://t.co/wy0phr2OCQ","['Gujarat', 'ShiningIndiaSurvey', 'GujaratSurvey', 'GujaratElection2022', 'Opinion']"
,iRajatverma12,Member- VHP #𝐇𝐢𝐧𝐝𝐮𝐄𝐜𝐨𝐒𝐲𝐬𝐭𝐞𝐦 #𝐒𝐰𝐚𝐝𝐞𝐬𝐡𝐢𝐖𝐚𝐫𝐫𝐢𝐨𝐫 #𝐒𝐨𝐜𝐢𝐚𝐥_𝐖𝐨𝐫𝐤𝐞𝐫 #𝐏𝐫𝐨𝐮𝐝_𝐇𝐢𝐧𝐝𝐮 Subscribe to My Channel 👇,"New Delhi, India",8684,21777,171700,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
202,CNNnews18,"Official Twitter account of CNN-News18. Lightning fast alerts, #BreakingNews from India and the world. 

Telegram : https://t.co/2gZo0Ej5y9",India,399,4737740,1003508,6,"#PMModi will officially blow the campaign bugle for the #GujaratElection2022 on November 20, when he is scheduled to hold three public meetings in Saurashtra region | @pragyakaushika 

https://t.co/DUlVivkXKE https://t.co/AXq3MKhAnL","['PMModi', 'GujaratElection2022']"
,DrRezaul_Karim,"Radiologist by Profession, Political and Social Activist. Believes in the Unity in Being. All India Trinamool Congress. জয় বাংলা, জয় হিন্দ","Kolkata, India",654,349,4762,0,"Surprisingly @BBCWorld interviewed two ex-twitter employee who accused @elonmusk of being far right &amp; spreading fake news in @TwitterIndia in the wake of #GujaratElection2022 
Wonder who spread fake news in #twitter all these years to help #Modi &amp; his politics of hate &amp;lies?","['GujaratElection2022', 'twitter', 'Modi']"
203,news18dotcom,"More than just news, analysis & opinion. The digital platform of @CNNnews18

We're now on Telegram: https://t.co/37wsJb5eMQ",India,166,165595,307105,6,"#PMModi will officially blow the campaign bugle for the #GujaratElection2022 on November 20, when he is scheduled to hold three public meetings in Saurashtra region | @pragyakaushika 

https://t.co/DUlVivkXKE https://t.co/AXq3MKhAnL","['PMModi', 'GujaratElection2022']"
,sauravsaha41,"A Student.A Proud Indian 🇮🇳
Always Do My Works With Honesty🙏🏻
An Ardent Cricket, 
@msdhoni & PM Modi Fan👏


Proudly followed by PM @narendramodi 🙏🏻🇮🇳",India,5183,6660,43426,0,"#Gujarat Elections: AAP left red-faced as candidate who withdrew nomination rejects party's 'kidnapped by BJP' charge🤣🤣🤣🤣
#GujaratElection2022 #ભાજપ_આવે_છે

https://t.co/S1HQ1idKsM
Source : ""DNA"" via Dailyhunt","['Gujarat', 'GujaratElection2022', 'ભાજપ_આવે_છે']"
204,DIVYANSHSHARM20,"Ambivert , Mechanical Engineer , Patriot , Spritual Hindu Nationalist . Political Analyser and logical thinker","New Delhi, India",2098,269,13382,84,"Can't stop laughing!! 🤣😂😂😂

Gujarat will not fall in his trap, but people of Delhi are suffering, and that's a sad reality!!

#GujaratElection2022 https://t.co/O3s6IGjtVQ",[]
,imonikaudeshi,"Social Media Convener  - Mahila Morcha Gujarat Pradesh - BJP 

|| राम भक्त || हिंदू ||  भारतीय ||
🇮🇳","Gujarat, India",3467,5129,40954,8,"Hello guys please follow @dhruvika_shah3 in a large number ,
She is new on twitter and I am requesting you to follow her to grow quickly.
 
#GujaratElection2022 https://t.co/AfkvgCDrbl",[]
205,HotstuffHiker,"I tweet about Life, Health, Social Media,

Relationships & Human Nature. || Moviebuff ||

Tv Shows

|| Builder || RTs Endorsements |

 #Hotstuffspeaks","Dehradun, India",1967,3834,48563,8,"Hello guys please follow @dhruvika_shah3 in a large number ,
She is new on twitter and I am requesting you to follow her to grow quickly.
 
#GujaratElection2022 https://t.co/AfkvgCDrbl",[]
,dhruvika_shah3,,ahmedabad,70,66,56,8,"Hello guys please follow @dhruvika_shah3 in a large number ,
She is new on twitter and I am requesting you to follow her to grow quickly.
 
#GujaratElection2022 https://t.co/AfkvgCDrbl",[]
